位置X：-30.82057,  位置Y：0.08333337,  位置Z：-14.58808,  身体角度：0.04343759,  头部角度：270.5486
位置X：-30.44789,  位置Y：0.08333337,  位置Z：-10.26524,  身体角度：36.59182,  头部角度：270.5486
位置X：-30.43988,  位置Y：0.08333337,  位置Z：-10.25446,  身体角度：36.59182,  头部角度：270.5486
位置X：-30.41822,  位置Y：0.08333337,  位置Z：-10.24031,  身体角度：37.01637,  头部角度：270.5486
位置X：-30.41065,  位置Y：0.08333337,  位置Z：-10.23027,  身体角度：37.01637,  头部角度：270.5486
位置X：-30.40239,  位置Y：0.08333337,  位置Z：-10.21931,  身体角度：37.01637,  头部角度：270.5486
位置X：-30.39412,  位置Y：0.08333337,  位置Z：-10.2177,  身体角度：40.29518,  头部角度：270.5486
位置X：-30.38447,  位置Y：0.08333337,  位置Z：-10.20631,  身体角度：40.29518,  头部角度：270.5486
位置X：-30.3751,  位置Y：0.08333337,  位置Z：-10.19526,  身体角度：40.29518,  头部角度：270.5486
位置X：-30.35123,  位置Y：0.08333337,  位置Z：-10.21392,  身体角度：42.21199,  头部角度：270.5486
位置X：-30.34241,  位置Y：0.08333337,  位置Z：-10.20421,  身体角度：42.21199,  头部角度：270.5486
位置X：-30.3332,  位置Y：0.08333337,  位置Z：-10.19404,  身体角度：42.21199,  头部角度：270.5486
位置X：-30.32363,  位置Y：0.08333337,  位置Z：-10.20897,  身体角度：42.90494,  头部角度：270.5486
位置X：-30.31365,  位置Y：0.08333337,  位置Z：-10.19823,  身体角度：42.90494,  头部角度：270.5486
位置X：-30.30378,  位置Y：0.08333337,  位置Z：-10.18761,  身体角度：42.90494,  头部角度：270.5486
位置X：-30.29967,  位置Y：0.08333337,  位置Z：-10.20277,  身体角度：43.81034,  头部角度：270.5486
位置X：-30.28586,  位置Y：0.08333337,  位置Z：-10.18837,  身体角度：43.81034,  头部角度：270.5486
位置X：-30.27784,  位置Y：0.08333337,  位置Z：-10.19923,  身体角度：44.71165,  头部角度：270.5486
位置X：-30.2688,  位置Y：0.08333337,  位置Z：-10.19009,  身体角度：44.71165,  头部角度：270.5486
位置X：-30.25817,  位置Y：0.08333337,  位置Z：-10.17936,  身体角度：44.71165,  头部角度：270.5486
位置X：-30.25235,  位置Y：0.08333337,  位置Z：-10.19626,  身体角度：45.8816,  头部角度：270.5486
位置X：-30.24368,  位置Y：0.08333337,  位置Z：-10.18785,  身体角度：45.8816,  头部角度：270.5486
位置X：-30.23321,  位置Y：0.08333337,  位置Z：-10.1777,  身体角度：45.8816,  头部角度：270.5486
位置X：-30.22568,  位置Y：0.08333337,  位置Z：-10.19551,  身体角度：47.24052,  头部角度：270.5486
位置X：-30.21637,  位置Y：0.08333337,  位置Z：-10.1869,  身体角度：47.24052,  头部角度：270.5486
位置X：-30.20657,  位置Y：0.08333337,  位置Z：-10.17784,  身体角度：47.24052,  头部角度：270.5486
位置X：-30.19761,  位置Y：0.08333337,  位置Z：-10.19607,  身体角度：48.72175,  头部角度：270.5486
位置X：-30.18769,  位置Y：0.08333337,  位置Z：-10.18735,  身体角度：48.72175,  头部角度：270.5486
位置X：-30.17645,  位置Y：0.08333337,  位置Z：-10.17748,  身体角度：48.72175,  头部角度：270.5486
位置X：-30.16539,  位置Y：0.08333337,  位置Z：-10.19432,  身体角度：50.20231,  头部角度：270.5486
位置X：-30.15547,  位置Y：0.08333337,  位置Z：-10.18606,  身体角度：50.20231,  头部角度：270.5486
位置X：-30.14431,  位置Y：0.08333337,  位置Z：-10.17676,  身体角度：50.20231,  头部角度：270.5486
位置X：-30.13344,  位置Y：0.08333337,  位置Z：-10.19429,  身体角度：51.68222,  头部角度：270.5486
位置X：-30.12213,  位置Y：0.08333337,  位置Z：-10.18535,  身体角度：51.68222,  头部角度：270.5486
位置X：-30.11053,  位置Y：0.08333337,  位置Z：-10.20281,  身体角度：53.1615,  头部角度：270.5486
位置X：-30.09579,  位置Y：0.08333337,  位置Z：-10.19177,  身体角度：53.1615,  头部角度：270.5486
位置X：-30.08145,  位置Y：0.08333337,  位置Z：-10.2077,  身体角度：54.64017,  头部角度：270.5486
位置X：-30.0686,  位置Y：0.08333337,  位置Z：-10.19858,  身体角度：54.64017,  头部角度：270.5486
位置X：-30.05544,  位置Y：0.08333337,  位置Z：-10.18924,  身体角度：54.64017,  头部角度：270.5486
位置X：-30.04465,  位置Y：0.08333337,  位置Z：-10.2083,  身体角度：56.11824,  头部角度：270.5486
位置X：-30.03369,  位置Y：0.08333337,  位置Z：-10.20095,  身体角度：56.11824,  头部角度：270.5486
位置X：-30.01894,  位置Y：0.08333337,  位置Z：-10.19104,  身体角度：56.11824,  头部角度：270.5486
位置X：-30.00857,  位置Y：0.08333337,  位置Z：-10.21085,  身体角度：57.5957,  头部角度：270.5486
位置X：-29.9971,  位置Y：0.08333337,  位置Z：-10.20357,  身体角度：57.5957,  头部角度：270.5486
位置X：-29.98425,  位置Y：0.08333337,  位置Z：-10.22223,  身体角度：59.07259,  头部角度：270.5486
位置X：-29.97228,  位置Y：0.08333337,  位置Z：-10.21507,  身体角度：59.07259,  头部角度：270.5486
位置X：-29.95959,  位置Y：0.08333337,  位置Z：-10.20746,  身体角度：59.07259,  头部角度：270.5486
位置X：-29.94861,  位置Y：0.08333337,  位置Z：-10.22776,  身体角度：60.5489,  头部角度：270.5486
位置X：-29.93706,  位置Y：0.08333337,  位置Z：-10.22124,  身体角度：60.5489,  头部角度：270.5486
位置X：-29.92274,  位置Y：0.08333337,  位置Z：-10.21315,  身体角度：60.5489,  头部角度：270.5486
位置X：-29.9123,  位置Y：0.08333337,  位置Z：-10.2342,  身体角度：62.02464,  头部角度：270.5486
位置X：-29.8988,  位置Y：0.08333337,  位置Z：-10.22703,  身体角度：62.02464,  头部角度：270.5486
位置X：-29.88512,  位置Y：0.08333337,  位置Z：-10.21976,  身体角度：62.02464,  头部角度：270.5486
位置X：-29.87474,  位置Y：0.08333337,  位置Z：-10.24125,  身体角度：63.4998,  头部角度：270.5486
位置X：-29.86148,  位置Y：0.08333337,  位置Z：-10.23464,  身体角度：63.4998,  头部角度：270.5486
位置X：-29.84947,  位置Y：0.08333337,  位置Z：-10.25571,  身体角度：64.97439,  头部角度：270.5486
位置X：-29.83194,  位置Y：0.08333337,  位置Z：-10.24753,  身体角度：64.97439,  头部角度：270.5486
位置X：-29.8202,  位置Y：0.08333337,  位置Z：-10.26918,  身体角度：66.44839,  头部角度：270.5486
位置X：-29.79989,  位置Y：0.08333337,  位置Z：-10.26033,  身体角度：66.44839,  头部角度：270.5486
位置X：-29.78548,  位置Y：0.08333337,  位置Z：-10.25405,  身体角度：66.44839,  头部角度：270.5486
位置X：-29.77433,  位置Y：0.08333337,  位置Z：-10.27639,  身体角度：67.9218,  头部角度：270.549
位置X：-29.76022,  位置Y：0.08333337,  位置Z：-10.27066,  身体角度：67.9218,  头部角度：270.5475
位置X：-29.74737,  位置Y：0.08333337,  位置Z：-10.29272,  身体角度：69.39462,  头部角度：270.5471
位置X：-29.73285,  位置Y：0.08333337,  位置Z：-10.28726,  身体角度：69.39462,  头部角度：270.5468
位置X：-29.71766,  位置Y：0.08333337,  位置Z：-10.28155,  身体角度：69.39462,  头部角度：270.5497
位置X：-29.69851,  位置Y：0.08333337,  位置Z：-10.30169,  身体角度：70.86684,  头部角度：270.5595
位置X：-29.67802,  位置Y：0.08333337,  位置Z：-10.29459,  身体角度：70.86684,  头部角度：270.5727
位置X：-29.66554,  位置Y：0.08333337,  位置Z：-10.31768,  身体角度：72.33842,  头部角度：270.5815
位置X：-29.64922,  位置Y：0.08333337,  位置Z：-10.31248,  身体角度：72.33842,  头部角度：270.5901
位置X：-29.63762,  位置Y：0.08333337,  位置Z：-10.33628,  身体角度：73.80938,  头部角度：270.5974
位置X：-29.62454,  位置Y：0.08333337,  位置Z：-10.33249,  身体角度：73.80938,  头部角度：270.6033
位置X：-29.60941,  位置Y：0.08333337,  位置Z：-10.32809,  身体角度：73.80938,  头部角度：270.611
位置X：-29.5987,  位置Y：0.08333337,  位置Z：-10.35256,  身体角度：75.27968,  头部角度：270.6165
位置X：-29.58663,  位置Y：0.08333337,  位置Z：-10.34939,  身体角度：75.27968,  头部角度：270.6218
位置X：-29.56714,  位置Y：0.08333337,  位置Z：-10.34427,  身体角度：75.27968,  头部角度：270.6293
位置X：-29.55606,  位置Y：0.08333337,  位置Z：-10.36902,  身体角度：76.74931,  头部角度：270.6349
位置X：-29.54329,  位置Y：0.08333337,  位置Z：-10.36601,  身体角度：76.74931,  头部角度：270.6398
位置X：-29.52603,  位置Y：0.08333337,  位置Z：-10.38969,  身体角度：78.21823,  头部角度：270.6462
位置X：-29.51135,  位置Y：0.08333337,  位置Z：-10.38663,  身体角度：78.21823,  头部角度：270.6513
位置X：-29.49574,  位置Y：0.08333337,  位置Z：-10.38337,  身体角度：78.21823,  头部角度：270.6573
位置X：-29.48495,  位置Y：0.08333337,  位置Z：-10.40896,  身体角度：79.68645,  头部角度：270.6612
位置X：-29.47,  位置Y：0.08333337,  位置Z：-10.40624,  身体角度：79.68645,  头部角度：270.6659
位置X：-29.45832,  位置Y：0.08333337,  位置Z：-10.43204,  身体角度：81.1539,  头部角度：270.6711
位置X：-29.44329,  位置Y：0.08333337,  位置Z：-10.4297,  身体角度：81.1539,  头部角度：270.6755
位置X：-29.42843,  位置Y：0.08333337,  位置Z：-10.42739,  身体角度：81.1539,  头部角度：270.6796
位置X：-29.41806,  位置Y：0.08333337,  位置Z：-10.45379,  身体角度：82.62057,  头部角度：270.6844
位置X：-29.40435,  位置Y：0.08333337,  位置Z：-10.45202,  身体角度：82.62057,  头部角度：270.6878
位置X：-29.38809,  位置Y：0.08333337,  位置Z：-10.44991,  身体角度：82.62057,  头部角度：270.6932
位置X：-29.37806,  位置Y：0.08333337,  位置Z：-10.47673,  身体角度：84.08648,  头部角度：270.6952
位置X：-29.36435,  位置Y：0.08333337,  位置Z：-10.47531,  身体角度：84.08648,  头部角度：270.6989
位置X：-29.3481,  位置Y：0.08333337,  位置Z：-10.47363,  身体角度：84.08648,  头部角度：270.7028
位置X：-29.3375,  位置Y：0.08333337,  位置Z：-10.50074,  身体角度：85.55154,  头部角度：270.7072
位置X：-29.31292,  位置Y：0.08333337,  位置Z：-10.49883,  身体角度：85.55154,  头部角度：270.7127
位置X：-29.30217,  位置Y：0.08333337,  位置Z：-10.52631,  身体角度：87.01573,  头部角度：270.7155
位置X：-29.28309,  位置Y：0.08333337,  位置Z：-10.52531,  身体角度：87.01573,  头部角度：270.7198
位置X：-29.27155,  位置Y：0.08333337,  位置Z：-10.55313,  身体角度：88.47905,  头部角度：270.7225
位置X：-29.25611,  位置Y：0.08333337,  位置Z：-10.55272,  身体角度：88.47905,  头部角度：270.7263
位置X：-29.24029,  位置Y：0.08333337,  位置Z：-10.55231,  身体角度：88.47905,  头部角度：270.7301
位置X：-29.22945,  位置Y：0.08333337,  位置Z：-10.58055,  身体角度：89.94142,  头部角度：270.7328
位置X：-29.21498,  位置Y：0.08333337,  位置Z：-10.58053,  身体角度：89.94142,  头部角度：270.7352
位置X：-29.19282,  位置Y：0.08333337,  位置Z：-10.60915,  身体角度：91.40283,  头部角度：270.7402
位置X：-29.1781,  位置Y：0.08333337,  位置Z：-10.60951,  身体角度：91.40283,  头部角度：270.7433
位置X：-29.16642,  位置Y：0.08333337,  位置Z：-10.63855,  身体角度：92.86324,  头部角度：270.7465
位置X：-29.15377,  位置Y：0.08333337,  位置Z：-10.63919,  身体角度：92.86324,  头部角度：270.7484
位置X：-29.13862,  位置Y：0.08333337,  位置Z：-10.63995,  身体角度：92.86324,  头部角度：270.7507
位置X：-29.13076,  位置Y：0.08333337,  位置Z：-10.66921,  身体角度：94.32259,  头部角度：270.7528
位置X：-29.11537,  位置Y：0.08333337,  位置Z：-10.67038,  身体角度：94.32259,  头部角度：270.7554
位置X：-29.10119,  位置Y：0.08333337,  位置Z：-10.67145,  身体角度：94.32259,  头部角度：270.7572
位置X：-29.09388,  位置Y：0.08333337,  位置Z：-10.70099,  身体角度：95.78088,  头部角度：270.7598
位置X：-29.08075,  位置Y：0.08333337,  位置Z：-10.70232,  身体角度：95.78088,  头部角度：270.7623
位置X：-29.06519,  位置Y：0.08333337,  位置Z：-10.7039,  身体角度：95.78088,  头部角度：270.7636
位置X：-29.05703,  位置Y：0.08333337,  位置Z：-10.73385,  身体角度：97.23805,  头部角度：270.7657
位置X：-29.04387,  位置Y：0.08333337,  位置Z：-10.73552,  身体角度：97.23805,  头部角度：270.7672
位置X：-29.02963,  位置Y：0.08333337,  位置Z：-10.73733,  身体角度：97.23805,  头部角度：270.7692
位置X：-29.02079,  位置Y：0.08333337,  位置Z：-10.7677,  身体角度：98.69407,  头部角度：270.7715
位置X：-29.00658,  位置Y：0.08333337,  位置Z：-10.76987,  身体角度：98.69407,  头部角度：270.7738
位置X：-28.99231,  位置Y：0.08333337,  位置Z：-10.77206,  身体角度：98.69407,  头部角度：270.7745
位置X：-28.98354,  位置Y：0.08333337,  位置Z：-10.80278,  身体角度：100.1489,  头部角度：270.7758
位置X：-28.97566,  位置Y：0.08333337,  位置Z：-10.83372,  身体角度：101.6024,  头部角度：270.7783
位置X：-28.94207,  位置Y：0.08333337,  位置Z：-10.84061,  身体角度：101.6024,  头部角度：270.7823
位置X：-28.92616,  位置Y：0.08333337,  位置Z：-10.84388,  身体角度：101.6024,  头部角度：270.7836
位置X：-28.91916,  位置Y：0.08333337,  位置Z：-10.87498,  身体角度：103.0547,  头部角度：270.7838
位置X：-28.90675,  位置Y：0.08333337,  位置Z：-10.87786,  身体角度：103.0547,  头部角度：270.7853
位置X：-28.89198,  位置Y：0.08333337,  位置Z：-10.88129,  身体角度：103.0547,  头部角度：270.7871
位置X：-28.88528,  位置Y：0.08333337,  位置Z：-10.91265,  身体角度：104.5057,  头部角度：270.7881
位置X：-28.87078,  位置Y：0.08333337,  位置Z：-10.9164,  身体角度：104.5057,  头部角度：270.7888
位置X：-28.8537,  位置Y：0.08333337,  位置Z：-10.92083,  身体角度：104.5057,  头部角度：270.7908
位置X：-28.84625,  位置Y：0.08333337,  位置Z：-10.95272,  身体角度：105.9553,  头部角度：270.791
位置X：-28.83424,  位置Y：0.08333337,  位置Z：-10.95615,  身体角度：105.9553,  头部角度：270.7918
位置X：-28.8259,  位置Y：0.08333337,  位置Z：-10.98866,  身体角度：107.4035,  头部角度：270.7933
位置X：-28.81296,  位置Y：0.08333337,  位置Z：-10.99272,  身体角度：107.4035,  头部角度：270.7943
位置X：-28.7988,  位置Y：0.08333337,  位置Z：-10.99716,  身体角度：107.4035,  头部角度：270.795
位置X：-28.79104,  位置Y：0.08333337,  位置Z：-11.02988,  身体角度：108.8503,  头部角度：270.7957
位置X：-28.77907,  位置Y：0.08333337,  位置Z：-11.03397,  身体角度：108.8503,  头部角度：270.7962
位置X：-28.76539,  位置Y：0.08333337,  位置Z：-11.03864,  身体角度：108.8503,  头部角度：270.7965
位置X：-28.74703,  位置Y：0.08333337,  位置Z：-11.06857,  身体角度：108.7747,  头部角度：270.7972
位置X：-28.73246,  位置Y：0.08333337,  位置Z：-11.07352,  身体角度：108.7747,  头部角度：270.7977
位置X：-28.7179,  位置Y：0.08333337,  位置Z：-11.07847,  身体角度：108.7747,  头部角度：270.7984
