位置X：-38.23061,  位置Y：0.08333337,  位置Z：-23.60317,  身体角度：99.84705,  头部角度：270.6187
位置X：-38.5848,  位置Y：0.08333337,  位置Z：-23.91657,  身体角度：187.6515,  头部角度：270.5935
位置X：-38.56503,  位置Y：0.08333337,  位置Z：-23.90208,  身体角度：185.7367,  头部角度：270.5908
位置X：-38.56816,  位置Y：0.08333337,  位置Z：-23.889,  身体角度：182.6727,  头部角度：270.5862
位置X：-38.56931,  位置Y：0.08333337,  位置Z：-23.9138,  身体角度：182.6727,  头部角度：270.5822
位置X：-38.56931,  位置Y：0.08333337,  位置Z：-23.91951,  身体角度：180.654,  头部角度：270.5784
位置X：-38.58012,  位置Y：0.08333337,  位置Z：-23.94797,  身体角度：178.0409,  头部角度：270.5747
位置X：-38.57926,  位置Y：0.08333337,  位置Z：-23.97309,  身体角度：178.0409,  头部角度：270.5723
位置X：-38.59111,  位置Y：0.08333337,  位置Z：-24.00406,  身体角度：175.735,  头部角度：270.5689
位置X：-38.60321,  位置Y：0.08333337,  位置Z：-24.02555,  身体角度：173.2976,  头部角度：270.5644
位置X：-38.59945,  位置Y：0.08333337,  位置Z：-24.05754,  身体角度：173.2976,  头部角度：270.5623
位置X：-38.57689,  位置Y：0.08333337,  位置Z：-24.0127,  身体角度：169.9326,  头部角度：270.5599
位置X：-38.5759,  位置Y：0.08333337,  位置Z：-23.99258,  身体角度：166.6023,  头部角度：270.556
位置X：-38.57024,  位置Y：0.08333337,  位置Z：-24.01636,  身体角度：166.6023,  头部角度：270.5546
位置X：-38.55662,  位置Y：0.08333337,  位置Z：-24.01344,  身体角度：162.9735,  头部角度：270.5525
位置X：-38.53894,  位置Y：0.08333337,  位置Z：-24.01764,  身体角度：160.9507,  头部角度：270.5511
位置X：-38.53098,  位置Y：0.08333337,  位置Z：-24.04068,  身体角度：160.9507,  头部角度：270.5511
位置X：-38.53132,  位置Y：0.08333337,  位置Z：-24.04038,  身体角度：159.5304,  头部角度：270.549
位置X：-38.52692,  位置Y：0.08333337,  位置Z：-24.04583,  身体角度：158.641,  头部角度：270.549
位置X：-38.52113,  位置Y：0.08333337,  位置Z：-24.0507,  身体角度：157.5418,  头部角度：270.549
位置X：-38.49724,  位置Y：0.08333337,  位置Z：-24.07132,  身体角度：156.0309,  头部角度：270.5511
位置X：-38.4868,  位置Y：0.08333337,  位置Z：-24.09479,  身体角度：156.0309,  头部角度：270.5529
位置X：-38.48021,  位置Y：0.08333337,  位置Z：-24.09608,  身体角度：154.2564,  头部角度：270.5546
位置X：-38.49656,  位置Y：0.08333337,  位置Z：-24.11621,  身体角度：158.2821,  头部角度：270.5578
位置X：-38.48507,  位置Y：0.08333337,  位置Z：-24.14503,  身体角度：158.2821,  头部角度：270.5602
位置X：-38.5214,  位置Y：0.08333337,  位置Z：-24.14469,  身体角度：157.2471,  头部角度：270.563
位置X：-38.547,  位置Y：0.08333337,  位置Z：-24.15161,  身体角度：154.9516,  头部角度：270.5665
位置X：-38.5363,  位置Y：0.08333337,  位置Z：-24.1745,  身体角度：154.9516,  头部角度：270.5692
位置X：-38.56315,  位置Y：0.08333337,  位置Z：-24.17147,  身体角度：152.5779,  头部角度：270.5723
位置X：-38.58303,  位置Y：0.08333337,  位置Z：-24.17606,  身体角度：150.3167,  头部角度：270.5768
位置X：-38.63643,  位置Y：0.08333337,  位置Z：-24.14501,  身体角度：142.6005,  头部角度：270.5801
位置X：-38.6178,  位置Y：0.08333337,  位置Z：-24.16937,  身体角度：142.6005,  头部角度：270.5835
位置X：-38.6239,  位置Y：0.08333337,  位置Z：-24.18244,  身体角度：138.8686,  头部角度：270.5878
位置X：-38.60476,  位置Y：0.08333337,  位置Z：-24.20436,  身体角度：138.8686,  头部角度：270.5925
位置X：-38.61402,  位置Y：0.08333337,  位置Z：-24.22727,  身体角度：133.3856,  头部角度：270.5951
位置X：-38.58419,  位置Y：0.08333337,  位置Z：-24.24124,  身体角度：131.0893,  头部角度：270.5984
位置X：-38.58372,  位置Y：0.08333337,  位置Z：-24.27915,  身体角度：129.9446,  头部角度：270.602
位置X：-38.55565,  位置Y：0.08333337,  位置Z：-24.30266,  身体角度：129.9446,  头部角度：270.6075
位置X：-38.58836,  位置Y：0.08333337,  位置Z：-24.31135,  身体角度：126.1515,  头部角度：270.6023
位置X：-38.62909,  位置Y：0.08333337,  位置Z：-24.34911,  身体角度：128.4585,  头部角度：270.5974
位置X：-38.60956,  位置Y：0.08333337,  位置Z：-24.36462,  身体角度：128.4585,  头部角度：270.5908
位置X：-38.65873,  位置Y：0.08333337,  位置Z：-24.41858,  身体角度：118.103,  头部角度：270.5828
位置X：-38.68779,  位置Y：0.08333337,  位置Z：-24.43468,  身体角度：116.5778,  头部角度：270.5757
位置X：-38.66228,  位置Y：0.08333337,  位置Z：-24.44743,  身体角度：116.5778,  头部角度：270.5658
位置X：-38.69033,  位置Y：0.08333337,  位置Z：-24.4478,  身体角度：119.2379,  头部角度：270.555
位置X：-38.72979,  位置Y：0.08333337,  位置Z：-24.46257,  身体角度：124.7479,  头部角度：270.549
位置X：-38.70242,  位置Y：0.08333337,  位置Z：-24.48156,  身体角度：124.7479,  头部角度：270.549
位置X：-38.75184,  位置Y：0.08333337,  位置Z：-24.51178,  身体角度：133.5049,  头部角度：270.4511
位置X：-38.79371,  位置Y：0.08333337,  位置Z：-24.50165,  身体角度：135.3992,  头部角度：270.3604
位置X：-38.77705,  位置Y：0.08333337,  位置Z：-24.51855,  身体角度：135.3992,  头部角度：270.3026
位置X：-38.79758,  位置Y：0.08333337,  位置Z：-24.49496,  身体角度：136.457,  头部角度：270.2755
位置X：-38.80758,  位置Y：0.08333337,  位置Z：-24.48917,  身体角度：138.4603,  头部角度：270.3046
位置X：-38.78866,  位置Y：0.08333337,  位置Z：-24.51052,  身体角度：138.4603,  头部角度：270.3795
位置X：-38.805,  位置Y：0.08333337,  位置Z：-24.48911,  身体角度：139.448,  头部角度：270.4652
位置X：-38.78914,  位置Y：0.08333337,  位置Z：-24.50764,  身体角度：139.448,  头部角度：270.5479
位置X：-38.80463,  位置Y：0.08333337,  位置Z：-24.48643,  身体角度：140.3527,  头部角度：270.5479
位置X：-38.80821,  位置Y：0.08333337,  位置Z：-24.47847,  身体角度：141.9217,  头部角度：270.5486
位置X：-38.79384,  位置Y：0.08333337,  位置Z：-24.49682,  身体角度：141.9217,  头部角度：270.549
位置X：-38.80529,  位置Y：0.08333337,  位置Z：-24.47844,  身体角度：142.7168,  头部角度：270.5479
位置X：-38.7916,  位置Y：0.08333337,  位置Z：-24.49642,  身体角度：142.7168,  头部角度：270.5482
位置X：-38.80373,  位置Y：0.08333337,  位置Z：-24.47675,  身体角度：143.3976,  头部角度：270.5479
位置X：-38.80574,  位置Y：0.08333337,  位置Z：-24.46767,  身体角度：144.6998,  头部角度：270.5479
位置X：-38.79236,  位置Y：0.08333337,  位置Z：-24.48656,  身体角度：144.6998,  头部角度：270.549
位置X：-38.80151,  位置Y：0.08333337,  位置Z：-24.46873,  身体角度：145.3333,  头部角度：270.5479
位置X：-38.78609,  位置Y：0.08333337,  位置Z：-24.49103,  身体角度：145.3333,  头部角度：270.5479
位置X：-38.82136,  位置Y：0.08333337,  位置Z：-24.47151,  身体角度：145.0752,  头部角度：270.5479
位置X：-38.82476,  位置Y：0.08333337,  位置Z：-24.47601,  身体角度：146.6281,  头部角度：270.5479
位置X：-38.84345,  位置Y：0.08333337,  位置Z：-24.48306,  身体角度：147.2446,  头部角度：270.5479
位置X：-38.82738,  位置Y：0.08333337,  位置Z：-24.50804,  身体角度：147.2446,  头部角度：270.5479
位置X：-38.87269,  位置Y：0.08333337,  位置Z：-24.50403,  身体角度：145.8441,  头部角度：270.4997
位置X：-38.85971,  位置Y：0.08333337,  位置Z：-24.52315,  身体角度：145.8441,  头部角度：270.4614
位置X：-38.89102,  位置Y：0.08333337,  位置Z：-24.52646,  身体角度：144.2535,  头部角度：270.4233
位置X：-38.90887,  位置Y：0.08333337,  位置Z：-24.5657,  身体角度：146.8467,  头部角度：270.3907
位置X：-38.89515,  位置Y：0.08333337,  位置Z：-24.5867,  身体角度：146.8467,  头部角度：270.3583
位置X：-38.92034,  位置Y：0.08333337,  位置Z：-24.61754,  身体角度：147.1198,  头部角度：270.3334
位置X：-38.93968,  位置Y：0.08333337,  位置Z：-24.62068,  身体角度：146.2052,  头部角度：270.3171
位置X：-38.92607,  位置Y：0.08333337,  位置Z：-24.64102,  身体角度：146.2052,  头部角度：270.3052
位置X：-38.95903,  位置Y：0.08333337,  位置Z：-24.67007,  身体角度：151.0995,  头部角度：270.3007
位置X：-38.94795,  位置Y：0.08333337,  位置Z：-24.69014,  身体角度：151.0995,  头部角度：270.3013
位置X：-39.00968,  位置Y：0.08333337,  位置Z：-24.72976,  身体角度：159.8279,  头部角度：270.3103
位置X：-39.00156,  位置Y：0.08333337,  位置Z：-24.75186,  身体角度：159.8279,  头部角度：270.3257
位置X：-39.01468,  位置Y：0.08333337,  位置Z：-24.78818,  身体角度：164.1361,  头部角度：270.3472
位置X：-39.03027,  位置Y：0.08333337,  位置Z：-24.82299,  身体角度：168.47,  头部角度：270.3733
位置X：-39.02551,  位置Y：0.08333337,  位置Z：-24.84632,  身体角度：168.47,  头部角度：270.4025
位置X：-39.04309,  位置Y：0.08333337,  位置Z：-24.88102,  身体角度：172.8291,  头部角度：270.4334
位置X：-39.06279,  位置Y：0.08333337,  位置Z：-24.91488,  身体角度：177.2121,  头部角度：270.4673
位置X：-39.06148,  位置Y：0.08333337,  位置Z：-24.94179,  身体角度：177.2121,  头部角度：270.5071
位置X：-39.08323,  位置Y：0.08333337,  位置Z：-24.97521,  身体角度：181.617,  头部角度：270.5461
位置X：-39.0839,  位置Y：0.08333337,  位置Z：-24.99872,  身体角度：181.617,  头部角度：270.5818
位置X：-39.10777,  位置Y：0.08333337,  位置Z：-25.03261,  身体角度：186.0413,  头部角度：270.5955
位置X：-39.13334,  位置Y：0.08333337,  位置Z：-25.06127,  身体角度：190.4816,  头部角度：270.5928
位置X：-39.13767,  位置Y：0.08333337,  位置Z：-25.08464,  身体角度：190.4816,  头部角度：270.5898
位置X：-39.15402,  位置Y：0.08333337,  位置Z：-25.10504,  身体角度：195.9285,  头部角度：270.5862
位置X：-39.16072,  位置Y：0.08333337,  位置Z：-25.12854,  身体角度：195.9285,  头部角度：270.5835
位置X：-39.17906,  位置Y：0.08333337,  位置Z：-25.14879,  身体角度：200.4543,  头部角度：270.5795
位置X：-39.19465,  位置Y：0.08333337,  位置Z：-25.16389,  身体角度：204.5683,  头部角度：270.5774
位置X：-39.20436,  位置Y：0.08333337,  位置Z：-25.18514,  身体角度：204.5683,  头部角度：270.5747
位置X：-39.21096,  位置Y：0.08333337,  位置Z：-25.1986,  身体角度：207.0371,  头部角度：270.5706
位置X：-39.22156,  位置Y：0.08333337,  位置Z：-25.21938,  身体角度：207.0371,  头部角度：270.5682
位置X：-39.24254,  位置Y：0.08333337,  位置Z：-25.23333,  身体角度：211.4765,  头部角度：270.5644
位置X：-39.26648,  位置Y：0.08333337,  位置Z：-25.24846,  身体角度：215.8816,  头部角度：270.562
位置X：-39.28024,  位置Y：0.08333337,  位置Z：-25.26747,  身体角度：215.8816,  头部角度：270.5606
位置X：-39.303,  位置Y：0.08333337,  位置Z：-25.27722,  身体角度：220.2533,  头部角度：270.5571
位置X：-39.31765,  位置Y：0.08333337,  位置Z：-25.29453,  身体角度：220.2533,  头部角度：270.556
位置X：-39.34097,  位置Y：0.08333337,  位置Z：-25.302,  身体角度：224.5933,  头部角度：270.5543
位置X：-39.36416,  位置Y：0.08333337,  位置Z：-25.30665,  身体角度：228.9035,  头部角度：270.5532
位置X：-39.38299,  位置Y：0.08333337,  位置Z：-25.32307,  身体角度：228.9035,  头部角度：270.5518
位置X：-39.40742,  位置Y：0.08333337,  位置Z：-25.32639,  身体角度：233.1867,  头部角度：270.5504
位置X：-39.4306,  位置Y：0.08333337,  位置Z：-25.32637,  身体角度：237.4459,  头部角度：270.5511
位置X：-39.45776,  位置Y：0.08333337,  位置Z：-25.34371,  身体角度：237.4459,  头部角度：270.5497
位置X：-39.48403,  位置Y：0.08333337,  位置Z：-25.34353,  身体角度：241.6845,  头部角度：270.5507
位置X：-39.51059,  位置Y：0.08333337,  位置Z：-25.34115,  身体角度：245.9063,  头部角度：270.5514
位置X：-39.53237,  位置Y：0.08333337,  位置Z：-25.35089,  身体角度：245.9063,  头部角度：270.5532
位置X：-39.55582,  位置Y：0.08333337,  位置Z：-25.3448,  身体角度：250.1151,  头部角度：270.555
位置X：-39.57672,  位置Y：0.08333337,  位置Z：-25.35236,  身体角度：250.1151,  头部角度：270.5553
位置X：-39.60431,  位置Y：0.08333337,  位置Z：-25.34575,  身体角度：254.3149,  头部角度：270.5595
位置X：-39.62529,  位置Y：0.08333337,  位置Z：-25.33493,  身体角度：258.5099,  头部角度：270.5616
位置X：-39.65375,  位置Y：0.08333337,  位置Z：-25.34072,  身体角度：258.5099,  头部角度：270.5641
位置X：-39.6743,  位置Y：0.08333337,  位置Z：-25.32795,  身体角度：262.7041,  头部角度：270.5665
位置X：-39.69352,  位置Y：0.08333337,  位置Z：-25.31313,  身体角度：266.9015,  头部角度：270.5699
位置X：-39.72296,  位置Y：0.08333337,  位置Z：-25.31473,  身体角度：266.9015,  头部角度：270.5727
位置X：-39.74069,  位置Y：0.08333337,  位置Z：-25.29797,  身体角度：271.1058,  头部角度：270.5764
位置X：-39.76322,  位置Y：0.08333337,  位置Z：-25.27926,  身体角度：275.3206,  头部角度：270.5795
位置X：-39.78823,  位置Y：0.08333337,  位置Z：-25.27694,  身体角度：275.3206,  头部角度：270.5842
位置X：-39.8112,  位置Y：0.08333337,  位置Z：-25.25587,  身体角度：279.5492,  头部角度：270.5882
位置X：-39.82723,  位置Y：0.08333337,  位置Z：-25.23347,  身体角度：283.7945,  头部角度：270.5912
位置X：-39.85012,  位置Y：0.08333337,  位置Z：-25.22785,  身体角度：283.7945,  头部角度：270.5948
位置X：-39.87329,  位置Y：0.08333337,  位置Z：-25.19967,  身体角度：288.1881,  头部角度：270.5994
位置X：-39.9194,  位置Y：0.08333337,  位置Z：-25.18453,  身体角度：288.1881,  头部角度：270.6052
位置X：-39.94105,  位置Y：0.08333337,  位置Z：-25.18056,  身体角度：288.1705,  头部角度：270.6091
位置X：-39.9647,  位置Y：0.08333337,  位置Z：-25.17594,  身体角度：288.1529,  头部角度：270.6123
位置X：-39.99284,  位置Y：0.08333337,  位置Z：-25.16671,  身体角度：288.1529,  头部角度：270.6165
位置X：-40.01369,  位置Y：0.08333337,  位置Z：-25.163,  身体角度：288.1353,  头部角度：270.6199
位置X：-40.04045,  位置Y：0.08333337,  位置Z：-25.15424,  身体角度：288.1353,  头部角度：270.6231
位置X：-40.06175,  位置Y：0.08333337,  位置Z：-25.15038,  身体角度：288.1176,  头部角度：270.6256
位置X：-40.08277,  位置Y：0.08333337,  位置Z：-25.14662,  身体角度：288.1001,  头部角度：270.6281
位置X：-40.10528,  位置Y：0.08333337,  位置Z：-25.13927,  身体角度：288.1001,  头部角度：270.6306
位置X：-40.13201,  位置Y：0.08333337,  位置Z：-25.13364,  身体角度：288.0825,  头部角度：270.6343
位置X：-40.15296,  位置Y：0.08333337,  位置Z：-25.1299,  身体角度：288.065,  头部角度：270.6355
